,precision,recall,f1-score,support
0,0.9995734243361416,0.9979770017035775,0.9987745750972349,9392.0
1,0.790625,0.8419301164725458,0.8154713940370669,601.0
2,0.974559686888454,0.941398865784499,0.9576923076923077,529.0
3,0.924728021170244,0.6644834143249525,0.7732972707155151,4733.0
4,0.997310623038996,0.9988776655443322,0.9980935292138612,4455.0
5,1.0,0.8333333333333334,0.9090909090909091,6.0
6,0.941793893129771,0.9705014749262537,0.9559322033898305,1017.0
7,0.9939609939609939,0.9919968382570892,0.9929779448125803,10121.0
8,0.99376209937621,0.9905660377358491,0.9921614946848492,4664.0
9,0.5384615384615384,0.35,0.4242424242424242,20.0
10,0.9983093829247676,0.9882845188284519,0.9932716568544996,1195.0
11,0.976248221823185,0.9931437789876991,0.984623526298768,84303.0
12,0.998970280154813,0.9992186390112232,0.9990944441485111,28156.0
13,0.9349112426035503,0.8229166666666666,0.8753462603878116,192.0
14,0.9835682942769116,0.9938679245283019,0.9886912861902304,10600.0
15,0.9166666666666666,0.6520618556701031,0.7620481927710844,388.0
16,0.975,0.9176470588235294,0.9454545454545454,85.0
17,0.8571428571428571,0.5316455696202531,0.65625,237.0
18,0.9994234649754973,0.9982723869853153,0.9988475943532124,3473.0
accuracy,0.9824629797705995,0.9824629797705995,0.9824629797705995,0.9824629797705995
macro avg,0.9365797732068734,0.8672696393265251,0.8958611347071178,164167.0
weighted avg,0.9819663329572762,0.9824629797705995,0.9814406413664026,164167.0
