,precision,recall,f1-score,support
0,0.8880983182406209,0.2842650103519669,0.4306775407779172,4830.0
1,0.6879628285174967,0.9852360158037013,0.8101915184678522,9618.0
2,0.9902571240202183,0.9999260300318071,0.995068089804932,13519.0
3,1.0,0.5848829028043019,0.7380771182141045,9949.0
4,0.9999183939937979,1.0,0.999959195331946,24506.0
5,0.0,0.0,0.0,199.0
6,1.0,1.0,1.0,69.0
7,0.9999963329128406,1.0,0.9999981664530584,272695.0
8,1.0,0.1117340808970765,0.2010086455331412,9988.0
9,0.34111598111935265,0.9995060508767597,0.5086407339910765,4049.0
10,0.4332107843137255,0.35851926977687626,0.39234184239733627,1972.0
11,0.410893773199316,0.9804936305732485,0.5791036002939016,10048.0
12,0.6820255474452555,0.2061784581437043,0.31663666207772956,7251.0
13,1.0,0.009056900964756842,0.017951219512195124,10158.0
14,0.05280124499777679,0.15402075226977952,0.07864238410596028,3084.0
accuracy,0.9039234424705774,0.9039234424705774,0.9039234424705774,0.9039234424705774
macro avg,0.6990853552506933,0.578254606832932,0.53788644779741,381935.0
weighted avg,0.9507585447254538,0.9039234424705774,0.8936522056189572,381935.0
